date	etime	name	nbcell	nbrun	nbvalid	success	time	output
2017-08-14 09:28:47.131784	9.220237300000008	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.2493226	
2017-08-14 09:34:49.020536	10.210316999999977	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.4214865000000145	
2017-08-14 09:35:05.311224	16.289609400000018	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	8.907390899999996	
2017-08-14 09:35:15.525412	10.21409140000003	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.8842171000000008	
2017-08-14 09:35:23.742603	8.224240500000063	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	0.9518481999999722	
2017-08-14 09:35:33.938617	10.187779099999943	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.9713006000000632	
2017-08-14 09:35:42.128389	8.190094299999943	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.0767350999999508	
2017-08-14 09:35:49.247057	7.118872600000032	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.1796330999999327	
2017-08-14 09:35:57.441866	8.194235899999967	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.1429924000000256	
2017-08-14 09:36:11.645667	14.202441600000045	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	6.248134699999922	
2017-08-14 09:36:25.841867	14.209490200000005	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\javascript_extension.ipynb	6	6	6	True	6.961766199999943	
2017-08-14 09:36:34.015920	8.159321100000057	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.9066195999999992	
2017-08-14 09:36:42.168943	8.154533300000026	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.0628044999999702	
2017-08-14 09:45:48.918045	9.203007799999797	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.265791000000036	
2017-08-14 09:46:05.148377	16.244918400000188	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.121226900000009	
2017-08-14 09:46:15.340539	10.178523300000052	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	3.018015099999957	
2017-08-14 09:46:24.549643	9.209677800000009	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.1019503999998506	
2017-08-14 09:46:34.740448	10.189505600000077	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.8396591999999146	
2017-08-14 09:46:42.918472	8.177543199999946	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.0720108000000437	
2017-08-14 09:46:50.073923	7.169996200000013	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.1905705000001489	
2017-08-14 09:46:58.243621	8.15546489999997	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.0754939999999351	
2017-08-14 09:47:12.443154	14.207908800000038	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	6.067161599999963	
2017-08-14 09:47:25.656381	13.2036071	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\javascript_extension.ipynb	6	6	6	True	6.170718000000079	
2017-08-14 09:47:33.834538	8.177127199999859	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.7220726000000468	
2017-08-14 09:47:43.049641	9.213535000000093	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.064214199999924	
2017-08-15 07:18:58.666315	10.215277999999984	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.4448354999999817	
2017-08-15 07:25:07.035699	10.270546699999953	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.3312146000000658	
2017-08-15 07:25:23.322788	16.285662900000037	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.337291599999958	
2017-08-15 07:25:33.546172	10.233386999999992	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.7418079000000257	
2017-08-15 07:25:41.795370	8.238069900000028	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.1103759999999738	
2017-08-15 07:25:52.040457	10.254310799999985	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.891768899999988	
2017-08-15 07:26:00.199652	8.153277000000003	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.0559852000000092	
2017-08-15 07:26:07.406604	7.204620999999975	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.1901325999999699	
2017-08-15 07:26:15.622939	8.214511200000059	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.0515576999999894	
2017-08-15 07:26:28.915163	13.302712100000008	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	5.8793957999999975	
2017-08-15 07:26:48.388386	19.510001200000037	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\javascript_extension.ipynb	6	6	6	True	9.886843699999988	
2017-08-15 07:26:58.629742	10.254353199999967	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.7794790000000376	
2017-08-15 07:27:06.930330	8.279890500000079	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.0539764000000105	
2017-08-15 07:36:24.012245	9.241253400000003	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.24493080000002	
2017-08-15 07:36:40.340098	16.326249700000062	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.026549899999964	
2017-08-15 07:36:50.602485	10.262599099999989	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.8393988000000263	
2017-08-15 07:36:58.865700	8.258993400000008	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.0657330000001366	
2017-08-15 07:37:09.115015	10.242802700000084	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.7840272999999343	
2017-08-15 07:37:17.302234	8.189145900000085	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.0573569000000589	
2017-08-15 07:37:25.495287	8.204852200000005	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.1817811999999321	
2017-08-15 07:37:33.699513	8.198192600000084	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.1857009000000291	
2017-08-15 07:37:46.986095	13.288590899999914	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	5.895140000000082	
2017-08-15 07:38:00.280472	13.279510000000071	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\javascript_extension.ipynb	6	6	6	True	6.397884499999917	
2017-08-15 07:38:08.574751	8.296675800000003	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.8761322000000291	
2017-08-15 07:38:16.807589	8.242874800000209	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.016262099999949	
2017-08-15 08:08:49.171801	9.189706	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.165243099999998	
2017-08-15 08:14:48.396443	9.222845500000004	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.2252948000000288	
2017-08-15 08:15:04.724683	16.326849600000006	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.118840999999977	
2017-08-15 08:15:14.940906	10.215700800000038	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.7480928999999605	
2017-08-15 08:15:23.107776	8.173342000000048	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.1251709000000574	
2017-08-15 08:15:33.395127	10.279158599999963	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.8855717000000136	
2017-08-15 08:15:41.581586	8.189440399999969	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.0690647999999785	
2017-08-15 08:15:48.740031	7.170415299999945	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.1641840999999431	
2017-08-15 08:15:57.025904	8.27082919999998	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.2095425999999634	
2017-08-15 08:16:11.324644	14.294298099999995	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	6.209248399999979	
2017-08-15 08:16:25.615856	14.289412500000026	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\javascript_extension.ipynb	6	6	6	True	6.853834900000037	
2017-08-15 08:16:33.874727	8.259871699999962	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.7984343999999055	
2017-08-15 08:16:41.990669	8.130579999999895	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.0985517999999956	
2017-08-15 08:47:43.188170	9.217904599999997	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.218844899999993	
2017-08-15 08:53:57.687706	9.342558599999961	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.254154000000085	
2017-08-15 08:54:14.049003	16.369162899999992	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.117339599999923	
2017-08-15 08:54:24.283040	10.227753600000028	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	3.012741599999913	
2017-08-15 08:54:32.461602	8.183915499999898	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.012457100000006	
2017-08-15 08:54:42.733544	10.259717300000034	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.8385590999999977	
2017-08-15 08:54:50.933841	8.196227700000009	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.0250808999999208	
2017-08-15 08:54:58.104617	7.184501800000023	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.16243650000001253	
2017-08-15 08:55:06.290060	8.177108200000019	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.0472731999999496	
2017-08-15 08:55:19.569925	13.277242399999974	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	5.942598999999973	
2017-08-15 08:55:34.853229	15.279805699999995	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\javascript_extension.ipynb	6	6	6	True	7.750206800000001	
2017-08-15 08:55:43.020727	8.183143099999938	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.9023529999999482	
2017-08-15 08:55:51.226109	8.196004700000003	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.0479835999999525	
2017-08-15 10:04:56.823405	9.241512999999998	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.10848519999999	
2017-08-15 10:10:54.458545	9.260552200000006	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.199217400000009	
2017-08-15 10:11:10.821885	16.347699299999988	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.012265999999954	
2017-08-15 10:11:21.045750	10.223063000000025	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.7132033999999976	
2017-08-15 10:11:29.241064	8.193814599999996	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.1286829000000578	
2017-08-15 10:11:39.412397	10.17510029999994	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.8537962999999986	
2017-08-15 10:11:47.605032	8.197275900000022	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.1105579000000034	
2017-08-15 10:11:54.804000	7.198507999999948	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.3321558999999752	
2017-08-15 10:12:02.984534	8.165741700000012	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.1295664000000445	
2017-08-15 10:12:16.260377	13.283813200000054	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	5.8681876000000575	
2017-08-15 10:12:24.449736	8.18732829999999	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.7357032999999547	
2017-08-15 10:12:32.655251	8.207208100000003	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.0626375000000507	
2017-08-15 10:21:38.752687	9.187181200000168	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.2830245000000104	
2017-08-15 10:21:55.079026	16.3199082000001	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.162479000000076	
2017-08-15 10:22:05.351472	10.270212899999931	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	3.044567700000016	
2017-08-15 10:22:14.547351	9.19544279999991	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.0433551999999509	
2017-08-15 10:22:24.824656	10.277323900000058	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.8470813999999787	
2017-08-15 10:22:33.057689	8.238004000000046	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.00759579999999	
2017-08-15 10:22:40.237898	7.189166900000148	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.15607150000005274	
2017-08-15 10:22:48.458184	8.210092499999973	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.0627392000001237	
2017-08-15 10:23:02.805788	14.342329800000016	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	6.206438599999956	
2017-08-15 10:23:11.029603	8.223038599999883	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.7416060000000471	
2017-08-15 10:23:19.219256	8.205132800000001	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.0401182999999037	
2017-08-15 14:17:40.603377	9.178923800000009	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.2959208000000046	
2017-08-15 14:23:46.466884	9.23590969999992	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.22814219999998	
2017-08-15 14:24:02.772033	16.297014500000046	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.000041699999997	
2017-08-15 14:24:12.974277	10.20784489999994	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.948487	
2017-08-15 14:24:21.209105	8.229537499999992	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.3404768000000329	
2017-08-15 14:24:31.486677	10.276781099999994	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.915722799999912	
2017-08-15 14:24:39.710224	8.223961299999928	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.2935694000000242	
2017-08-15 14:24:46.943076	7.233182599999965	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.2341655000000173	
2017-08-15 14:24:55.168271	8.229662400000052	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.2816132000000382	
2017-08-15 14:25:08.515196	13.339043199999995	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	6.0607844999999525	
2017-08-15 14:25:16.696434	8.18191330000002	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.8408117000000175	
2017-08-15 14:25:24.934934	8.236685899999998	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.2192264000000248	
2017-08-15 14:34:42.387055	10.307546499999942	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.4543654999999944	
2017-08-15 14:34:58.740517	16.3457527999999	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.036612299999886	
2017-08-15 14:35:08.971545	10.234242700000095	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.798161199999868	
2017-08-15 14:35:17.220672	8.244226099999878	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.0317073999999593	
2017-08-15 14:35:27.528509	10.317075099999784	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.801753200000121	
2017-08-15 14:35:35.788172	8.249496399999998	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.2298236999999972	
2017-08-15 14:35:42.993052	7.217480199999954	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.26931070000000545	
2017-08-15 14:35:51.233079	8.233492999999953	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.2975989999999908	
2017-08-15 14:36:04.582469	13.344351999999844	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	5.934633500000018	
2017-08-15 14:36:12.810603	8.227967000000035	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.8274032000001625	
2017-08-15 14:36:21.073019	8.263851899999963	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.1928277999998045	
2017-08-15 17:04:13.038386	9.18715929999999	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.1832094999999754	
2017-08-15 17:10:16.359548	9.288336999999958	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.2037312999999585	
2017-08-15 17:10:32.583456	16.22106100000007	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.134016700000076	
2017-08-15 17:10:42.770706	10.186571200000003	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.77178159999994	
2017-08-15 17:10:50.955091	8.184676299999976	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.043296899999973	
2017-08-15 17:11:01.097423	10.16087719999996	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.8756938999999875	
2017-08-15 17:11:09.287296	8.173460100000057	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.1489614000000756	
2017-08-15 17:11:16.496348	7.220628199999965	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.22171359999993	
2017-08-15 17:11:24.648441	8.142574100000047	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\exemple_of_fix_menu.ipynb	10	9	9	True	1.1242357999999513	
2017-08-15 17:11:37.888711	13.241382000000046	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\having_a_form_in_a_notebook.ipynb	14	11	11	True	6.151659200000041	
2017-08-15 17:11:46.058989	8.171364299999938	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\notebook_with_svg.ipynb	2	2	2	True	0.8265489000000343	
2017-08-15 17:11:54.253427	8.194423300000041	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\simple_example.ipynb	8	8	8	True	1.1462169999999787	
2017-08-15 17:21:15.668031	9.227983300000004	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\check_matplotlib_backend.ipynb	8	8	8	True	2.1861679000001004	
2017-08-15 17:21:31.926706	16.26148460000013	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\compare_python_distribution.ipynb	8	8	8	True	9.391936400000077	
2017-08-15 17:21:42.177033	10.248831799999834	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_about_files.ipynb	12	12	12	True	2.7562904999999773	
2017-08-15 17:21:50.371845	8.201385099999925	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_completion.ipynb	8	8	8	True	1.1170144999998683	
2017-08-15 17:22:00.598569	10.225554899999906	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_documentation.ipynb	6	6	6	True	2.9506822999999263	
2017-08-15 17:22:08.806936	8.209336500000061	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_pyquickhelper.ipynb	9	8	8	True	1.0301130000000285	
2017-08-15 17:22:15.999944	7.199211899999909	d:\jenkins\pymy\pyquickhelper\pyquickhelper_UT_36_std\_doc\notebooks\example_with_comments.ipynb	3	3	3	True	0.21957020000013472	
